"Subject" "Activity" "MeasureType" "Measurement" "Mean"
"15" "STANDING" "Frequency" "BodyGyro" -0.958543939245283
"16" "STANDING" "Frequency" "BodyGyro" -0.976908867532051
"17" "STANDING" "Frequency" "BodyGyro" -0.983500376458333
"18" "STANDING" "Frequency" "BodyGyro" -0.971205962414384
"19" "STANDING" "Frequency" "BodyGyro" -0.957514587568493
"20" "STANDING" "Frequency" "BodyGyro" -0.892284839811644
"21" "STANDING" "Frequency" "BodyGyro" -0.957840889339888
"22" "STANDING" "Frequency" "BodyGyro" -0.940999160515873
"23" "STANDING" "Frequency" "BodyGyro" -0.948680005147059
"24" "STANDING" "Frequency" "BodyGyro" -0.964725245434783
"25" "STANDING" "Frequency" "BodyGyro" -0.971325636722973
"26" "STANDING" "Frequency" "BodyGyro" -0.974677967601351
"27" "STANDING" "Frequency" "BodyGyro" -0.976356796671875
"28" "STANDING" "Frequency" "BodyGyro" -0.912275204952532
"29" "STANDING" "Frequency" "BodyGyro" -0.982508225288461
"30" "STANDING" "Frequency" "BodyGyro" -0.923982035508475
"1" "WALKING" "Frequency" "BodyGyro" -0.275633175343289
"2" "WALKING" "Frequency" "BodyGyro" -0.532574977118644
"3" "WALKING" "Frequency" "BodyGyro" -0.543725467887931
"4" "WALKING" "Frequency" "BodyGyro" -0.597526439960417
"5" "WALKING" "Frequency" "BodyGyro" -0.453274385084821
"6" "WALKING" "Frequency" "BodyGyro" -0.373059479934649
"7" "WALKING" "Frequency" "BodyGyro" -0.336455593042917
"8" "WALKING" "Frequency" "BodyGyro" -0.211428541796354
"9" "WALKING" "Frequency" "BodyGyro" -0.434759821877404
"10" "WALKING" "Frequency" "BodyGyro" -0.322501021551179
"11" "WALKING" "Frequency" "BodyGyro" -0.536436275233051
"12" "WALKING" "Frequency" "BodyGyro" -0.447956060745
"13" "WALKING" "Frequency" "BodyGyro" -0.322846163723026
"14" "WALKING" "Frequency" "BodyGyro" -0.28016594144447
"15" "WALKING" "Frequency" "BodyGyro" -0.436024288143519
"16" "WALKING" "Frequency" "BodyGyro" -0.590953884460784
"17" "WALKING" "Frequency" "BodyGyro" -0.476685890881148
"18" "WALKING" "Frequency" "BodyGyro" -0.594020661763393
"19" "WALKING" "Frequency" "BodyGyro" -0.0722790079129327
"20" "WALKING" "Frequency" "BodyGyro" -0.107112936542132
"21" "WALKING" "Frequency" "BodyGyro" -0.390024356425481
"22" "WALKING" "Frequency" "BodyGyro" -0.342627399173913
"23" "WALKING" "Frequency" "BodyGyro" -0.09496369115
"24" "WALKING" "Frequency" "BodyGyro" -0.513534546357759
"25" "WALKING" "Frequency" "BodyGyro" -0.540175264543919
"26" "WALKING" "Frequency" "BodyGyro" -0.494627827330508
"27" "WALKING" "Frequency" "BodyGyro" -0.486050609166667
"28" "WALKING" "Frequency" "BodyGyro" -0.439625025356481
"29" "WALKING" "Frequency" "BodyGyro" -0.409942694466745
"30" "WALKING" "Frequency" "BodyGyro" -0.253625735013673
"1" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.242421595870408
"2" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.318719581730585
"3" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.379916730058673
"4" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.48639181401
"5" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.358335224604973
"6" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.121087645673958
"7" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.348108536319149
"8" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.107497118088257
"9" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.350544431033333
"10" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.247622490531941
"11" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.404161363542391
"12" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.371318345028533
"13" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.300244176580319
"14" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.02679078241
"15" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.324056081838988
"16" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.475029969157979
"17" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.426595293062228
"18" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.547759011865909
"19" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" 0.127620823120192
"20" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.0739109282152778
"21" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.3892141988
"22" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.34097872034375
"23" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.0947159986178241
"24" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.441033317231818
"25" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.433016246875
"26" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.3560152723775
"27" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.362822747022443
"28" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.259101964822554
"29" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.330801882293828
"30" "WALKING_DOWNSTAIRS" "Frequency" "BodyGyro" -0.298705233617742
"1" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.345086486356132
"2" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.388969152018229
"3" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.501046440736017
"4" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.491541889639423
"5" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.37982313740984
"6" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.256724836377451
"7" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.460075221308824
"8" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.0993772840682927
"9" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.376042193422959
"10" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.215359506842819
"11" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.507559135345139
"12" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.504512157430288
"13" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.423199430081818
"14" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" 0.107975750131829
"15" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.416335647747917
"16" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.535835598835784
"17" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.443244708177083
"18" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.555467795409483
"19" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.248368466120312
"20" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.197889597431127
"21" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.379297622178457
"22" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.319636560619048
"23" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.33860883426348
"24" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.504606034597458
"25" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.509282027726923
"26" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.508040116977273
"27" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.501953302852941
"28" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.443694039003922
"29" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.248494326095408
"30" "WALKING_UPSTAIRS" "Frequency" "BodyGyro" -0.310701776217885
"1" "LAYING" "Time" "BodyGyro" -0.54487980877325
"2" "LAYING" "Time" "BodyGyro" -0.603430451382812
"3" "LAYING" "Time" "BodyGyro" -0.596979010765222
"4" "LAYING" "Time" "BodyGyro" -0.588259711348611
"5" "LAYING" "Time" "BodyGyro" -0.595575771320216
"6" "LAYING" "Time" "BodyGyro" -0.575515810549561
"7" "LAYING" "Time" "BodyGyro" -0.584432728340889
"8" "LAYING" "Time" "BodyGyro" -0.585894095668287
"9" "LAYING" "Time" "BodyGyro" -0.588425416312
"10" "LAYING" "Time" "BodyGyro" -0.593030524210216
"11" "LAYING" "Time" "BodyGyro" -0.592391156777807
"12" "LAYING" "Time" "BodyGyro" -0.586213119393542
"13" "LAYING" "Time" "BodyGyro" -0.597466343996347
"14" "LAYING" "Time" "BodyGyro" -0.58242048787348
"15" "LAYING" "Time" "BodyGyro" -0.588605506901215
"16" "LAYING" "Time" "BodyGyro" -0.6095681839
"17" "LAYING" "Time" "BodyGyro" -0.606266245671662
"18" "LAYING" "Time" "BodyGyro" -0.617330287315769
"19" "LAYING" "Time" "BodyGyro" -0.605650985121452
"20" "LAYING" "Time" "BodyGyro" -0.605927000354596
"21" "LAYING" "Time" "BodyGyro" -0.606711858958333
"22" "LAYING" "Time" "BodyGyro" -0.583838280984549
"23" "LAYING" "Time" "BodyGyro" -0.604615581462812
"24" "LAYING" "Time" "BodyGyro" -0.604308141461806
"25" "LAYING" "Time" "BodyGyro" -0.541403576829452
"26" "LAYING" "Time" "BodyGyro" -0.601431091694737
"27" "LAYING" "Time" "BodyGyro" -0.610865167905372
"28" "LAYING" "Time" "BodyGyro" -0.5956099757575
"29" "LAYING" "Time" "BodyGyro" -0.610697931145833
"30" "LAYING" "Time" "BodyGyro" -0.603903081803571
"1" "SITTING" "Time" "BodyGyro" -0.603109782505585
"2" "SITTING" "Time" "BodyGyro" -0.61199819628913
"3" "SITTING" "Time" "BodyGyro" -0.587667706498173
"4" "SITTING" "Time" "BodyGyro" -0.5936571231075
"5" "SITTING" "Time" "BodyGyro" -0.595754303880966
"6" "SITTING" "Time" "BodyGyro" -0.592107540035455
"7" "SITTING" "Time" "BodyGyro" -0.584531577352656
"8" "SITTING" "Time" "BodyGyro" -0.609996989358696
"9" "SITTING" "Time" "BodyGyro" -0.5776488791384
"10" "SITTING" "Time" "BodyGyro" -0.6097007095
"11" "SITTING" "Time" "BodyGyro" -0.609307527759434
"12" "SITTING" "Time" "BodyGyro" -0.60248990467402
"13" "SITTING" "Time" "BodyGyro" -0.61136629904875
"14" "SITTING" "Time" "BodyGyro" -0.601019485541667
"15" "SITTING" "Time" "BodyGyro" -0.608869290221822
"16" "SITTING" "Time" "BodyGyro" -0.600387737966485
"17" "SITTING" "Time" "BodyGyro" -0.615191075440039
"18" "SITTING" "Time" "BodyGyro" -0.617039344042325
"19" "SITTING" "Time" "BodyGyro" -0.597404661169127
"20" "SITTING" "Time" "BodyGyro" -0.600002040568182
"21" "SITTING" "Time" "BodyGyro" -0.610000781337362
"22" "SITTING" "Time" "BodyGyro" -0.598510265370363
"23" "SITTING" "Time" "BodyGyro" -0.601614374710846
"24" "SITTING" "Time" "BodyGyro" -0.612728241444118
"25" "SITTING" "Time" "BodyGyro" -0.613209197528846
"26" "SITTING" "Time" "BodyGyro" -0.612460558596154
"27" "SITTING" "Time" "BodyGyro" -0.614270396584643
"28" "SITTING" "Time" "BodyGyro" -0.601641703719097
"29" "SITTING" "Time" "BodyGyro" -0.61739416931625
"30" "SITTING" "Time" "BodyGyro" -0.609518498892137
"1" "STANDING" "Time" "BodyGyro" -0.614917504984175
"2" "STANDING" "Time" "BodyGyro" -0.605596740769097
"3" "STANDING" "Time" "BodyGyro" -0.566434511440779
"4" "STANDING" "Time" "BodyGyro" -0.571492839998214
"5" "STANDING" "Time" "BodyGyro" -0.566685292939442
"6" "STANDING" "Time" "BodyGyro" -0.587952645076974
"7" "STANDING" "Time" "BodyGyro" -0.591234662555401
"8" "STANDING" "Time" "BodyGyro" -0.601111636057639
"9" "STANDING" "Time" "BodyGyro" -0.578500122177472
"10" "STANDING" "Time" "BodyGyro" -0.588165914013239
"11" "STANDING" "Time" "BodyGyro" -0.617117614393617
"12" "STANDING" "Time" "BodyGyro" -0.567702100810451
"13" "STANDING" "Time" "BodyGyro" -0.602867476588289
"14" "STANDING" "Time" "BodyGyro" -0.590971210497813
"15" "STANDING" "Time" "BodyGyro" -0.597693878338325
"16" "STANDING" "Time" "BodyGyro" -0.610546066185096
"17" "STANDING" "Time" "BodyGyro" -0.615482843035769
"18" "STANDING" "Time" "BodyGyro" -0.606723745990582
"19" "STANDING" "Time" "BodyGyro" -0.596662238163493
"20" "STANDING" "Time" "BodyGyro" -0.555245266178938
"21" "STANDING" "Time" "BodyGyro" -0.59747134300243
"22" "STANDING" "Time" "BodyGyro" -0.587339421844246
"23" "STANDING" "Time" "BodyGyro" -0.591372487935221
"24" "STANDING" "Time" "BodyGyro" -0.603201304206341
"25" "STANDING" "Time" "BodyGyro" -0.607038089407264
"26" "STANDING" "Time" "BodyGyro" -0.6103018297
"27" "STANDING" "Time" "BodyGyro" -0.611329215488281
"28" "STANDING" "Time" "BodyGyro" -0.56667512733856
"29" "STANDING" "Time" "BodyGyro" -0.615587449203462
"30" "STANDING" "Time" "BodyGyro" -0.574810329046186
"1" "WALKING" "Time" "BodyGyro" -0.155847999190553
"2" "WALKING" "Time" "BodyGyro" -0.32488610648803
"3" "WALKING" "Time" "BodyGyro" -0.332811086002586
"4" "WALKING" "Time" "BodyGyro" -0.362968544697021
"5" "WALKING" "Time" "BodyGyro" -0.274834001879777
"6" "WALKING" "Time" "BodyGyro" -0.22796853730943
"7" "WALKING" "Time" "BodyGyro" -0.206497554536491
"8" "WALKING" "Time" "BodyGyro" -0.0937272623133333
"9" "WALKING" "Time" "BodyGyro" -0.253116928169712
"10" "WALKING" "Time" "BodyGyro" -0.171332817027932
"11" "WALKING" "Time" "BodyGyro" -0.317392978109757
"12" "WALKING" "Time" "BodyGyro" -0.269242840919425
"13" "WALKING" "Time" "BodyGyro" -0.190026311574211
"14" "WALKING" "Time" "BodyGyro" -0.139381439862267
"15" "WALKING" "Time" "BodyGyro" -0.24237681974
"16" "WALKING" "Time" "BodyGyro" -0.348271004436863
"17" "WALKING" "Time" "BodyGyro" -0.274472772085656
"18" "WALKING" "Time" "BodyGyro" -0.353513828688638
"19" "WALKING" "Time" "BodyGyro" -0.0237111836751442
"20" "WALKING" "Time" "BodyGyro" -0.0366742772701961
"21" "WALKING" "Time" "BodyGyro" -0.230208883700673
"22" "WALKING" "Time" "BodyGyro" -0.196933433968478
"23" "WALKING" "Time" "BodyGyro" -0.0390857137776271
"24" "WALKING" "Time" "BodyGyro" -0.306750083654526
"25" "WALKING" "Time" "BodyGyro" -0.307882294338294
"26" "WALKING" "Time" "BodyGyro" -0.294497028571186
"27" "WALKING" "Time" "BodyGyro" -0.283724031071447
"28" "WALKING" "Time" "BodyGyro" -0.252810517025856
"29" "WALKING" "Time" "BodyGyro" -0.231815340500024
"30" "WALKING" "Time" "BodyGyro" -0.110151010348673
"1" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.130809764958163
"2" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.184572037086516
"3" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.216684139076276
"4" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.301166927416389
"5" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.216847168475532
"6" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.0691542267878385
"7" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.198518296805027
"8" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.0460113760529934
"9" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.194278278926667
"10" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.139352938107895
"11" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.227499412861685
"12" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.221971169898207
"13" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.164077756438218
"14" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" 0.0105700479191944
"15" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.181075401315923
"16" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.270819247335638
"17" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.240370921185272
"18" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.314363688027477
"19" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" 0.115755915946795
"20" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.0152886803853333
"21" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.2100594263025
"22" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.198866417825347
"23" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.0457114557486111
"24" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.263161724449545
"25" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.23178444169694
"26" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.212144641426975
"27" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.199945301681903
"28" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.140324841738557
"29" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.176791338312487
"30" "WALKING_DOWNSTAIRS" "Time" "BodyGyro" -0.15059804928994
"1" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.172568824074292
"2" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.21096687486224
"3" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.29160436049428
"4" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.267421308352404
"5" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.221822047384308
"6" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.151613030018113
"7" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.243138347886593
"8" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.0154294239338415
"9" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.181463343152602
"10" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.0739032186144149
"11" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.273246454234954
"12" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.285740602739663
"13" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.228385007832955
"14" "WALKING_UPSTAIRS" "Time" "BodyGyro" 0.145826625512963
"15" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.210714489836641
"16" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.283813889545098
"17" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.241151904166349
"18" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.305154447386638
"19" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.138932688142188
"20" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.0868666814132108
"21" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.203878935255106
"22" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.16375018275756
"23" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.180957851008162
"24" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.281463652118644
"25" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.268434041341673
"26" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.292416048077727
"27" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.257511171942745
"28" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.241525009587745
"29" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.0827989711880867
"30" "WALKING_UPSTAIRS" "Time" "BodyGyro" -0.134051451935038
"1" "LAYING" "Frequency" "BodyGyroJerk" -0.9375138071
"2" "LAYING" "Frequency" "BodyGyroJerk" -0.989870681354167
"3" "LAYING" "Frequency" "BodyGyroJerk" -0.983423204677419
"4" "LAYING" "Frequency" "BodyGyroJerk" -0.9830763525
"5" "LAYING" "Frequency" "BodyGyroJerk" -0.984026259423077
"6" "LAYING" "Frequency" "BodyGyroJerk" -0.954600305964912
"7" "LAYING" "Frequency" "BodyGyroJerk" -0.97176047375
"8" "LAYING" "Frequency" "BodyGyroJerk" -0.97009861287037
"9" "LAYING" "Frequency" "BodyGyroJerk" -0.9540483624
"10" "LAYING" "Frequency" "BodyGyroJerk" -0.960874848534483
"11" "LAYING" "Frequency" "BodyGyroJerk" -0.984774152719298
"12" "LAYING" "Frequency" "BodyGyroJerk" -0.96293060975
"13" "LAYING" "Frequency" "BodyGyroJerk" -0.975474723145161
"14" "LAYING" "Frequency" "BodyGyroJerk" -0.965060680588235
"15" "LAYING" "Frequency" "BodyGyroJerk" -0.974186782291667
"16" "LAYING" "Frequency" "BodyGyroJerk" -0.988376839428571
"17" "LAYING" "Frequency" "BodyGyroJerk" -0.982374482042254
"18" "LAYING" "Frequency" "BodyGyroJerk" -0.992319484615385
"19" "LAYING" "Frequency" "BodyGyroJerk" -0.980609158915663
"20" "LAYING" "Frequency" "BodyGyroJerk" -0.981552986764706
"21" "LAYING" "Frequency" "BodyGyroJerk" -0.982649216277778
"22" "LAYING" "Frequency" "BodyGyroJerk" -0.974714000902778
"23" "LAYING" "Frequency" "BodyGyroJerk" -0.981715997777778
"24" "LAYING" "Frequency" "BodyGyroJerk" -0.979346860902778
"25" "LAYING" "Frequency" "BodyGyroJerk" -0.969354778219178
"26" "LAYING" "Frequency" "BodyGyroJerk" -0.990029463157895
"27" "LAYING" "Frequency" "BodyGyroJerk" -0.993558038986487
"28" "LAYING" "Frequency" "BodyGyroJerk" -0.9705752018125
"29" "LAYING" "Frequency" "BodyGyroJerk" -0.997601309927536
"30" "LAYING" "Frequency" "BodyGyroJerk" -0.976651442142857
"1" "SITTING" "Frequency" "BodyGyroJerk" -0.988423582234043
"2" "SITTING" "Frequency" "BodyGyroJerk" -0.989747429891304
"3" "SITTING" "Frequency" "BodyGyroJerk" -0.977293954134615
"4" "SITTING" "Frequency" "BodyGyroJerk" -0.9764047586
"5" "SITTING" "Frequency" "BodyGyroJerk" -0.971136886818182
"6" "SITTING" "Frequency" "BodyGyroJerk" -0.951615629727273
"7" "SITTING" "Frequency" "BodyGyroJerk" -0.976800465104167
"8" "SITTING" "Frequency" "BodyGyroJerk" -0.986938933369565
"9" "SITTING" "Frequency" "BodyGyroJerk" -0.9671563013
"10" "SITTING" "Frequency" "BodyGyroJerk" -0.991800315092593
"11" "SITTING" "Frequency" "BodyGyroJerk" -0.986431600943396
"12" "SITTING" "Frequency" "BodyGyroJerk" -0.978870420392157
"13" "SITTING" "Frequency" "BodyGyroJerk" -0.99147159377551
"14" "SITTING" "Frequency" "BodyGyroJerk" -0.987194708518519
"15" "SITTING" "Frequency" "BodyGyroJerk" -0.989842450508475
"16" "SITTING" "Frequency" "BodyGyroJerk" -0.988434742681159
"17" "SITTING" "Frequency" "BodyGyroJerk" -0.9944145440625
"18" "SITTING" "Frequency" "BodyGyroJerk" -0.994887904649123
"19" "SITTING" "Frequency" "BodyGyroJerk" -0.986071931575342
"20" "SITTING" "Frequency" "BodyGyroJerk" -0.975667471060606
"21" "SITTING" "Frequency" "BodyGyroJerk" -0.990538238705882
"22" "SITTING" "Frequency" "BodyGyroJerk" -0.977046781451613
"23" "SITTING" "Frequency" "BodyGyroJerk" -0.979603124779412
"24" "SITTING" "Frequency" "BodyGyroJerk" -0.990893904705882
"25" "SITTING" "Frequency" "BodyGyroJerk" -0.991900630615385
"26" "SITTING" "Frequency" "BodyGyroJerk" -0.994097608653846
"27" "SITTING" "Frequency" "BodyGyroJerk" -0.992179020285714
"28" "SITTING" "Frequency" "BodyGyroJerk" -0.978930619444444
"29" "SITTING" "Frequency" "BodyGyroJerk" -0.9949025385
"30" "SITTING" "Frequency" "BodyGyroJerk" -0.991348553306452
"1" "STANDING" "Frequency" "BodyGyroJerk" -0.99474325009434
"2" "STANDING" "Frequency" "BodyGyroJerk" -0.977802062777778
"3" "STANDING" "Frequency" "BodyGyroJerk" -0.958726614180328
"4" "STANDING" "Frequency" "BodyGyroJerk" -0.965450678482143
"5" "STANDING" "Frequency" "BodyGyroJerk" -0.949241450446429
"6" "STANDING" "Frequency" "BodyGyroJerk" -0.953756818859649
"7" "STANDING" "Frequency" "BodyGyroJerk" -0.972785293490566
"8" "STANDING" "Frequency" "BodyGyroJerk" -0.982770784814815
"9" "STANDING" "Frequency" "BodyGyroJerk" -0.966131213555556
"10" "STANDING" "Frequency" "BodyGyroJerk" -0.965334948409091
"11" "STANDING" "Frequency" "BodyGyroJerk" -0.992629244148936
"12" "STANDING" "Frequency" "BodyGyroJerk" -0.962984765491803
"13" "STANDING" "Frequency" "BodyGyroJerk" -0.976832367017544
"14" "STANDING" "Frequency" "BodyGyroJerk" -0.967597448
"15" "STANDING" "Frequency" "BodyGyroJerk" -0.981758900660377
"16" "STANDING" "Frequency" "BodyGyroJerk" -0.990922615384615
"17" "STANDING" "Frequency" "BodyGyroJerk" -0.992450621474359
"18" "STANDING" "Frequency" "BodyGyroJerk" -0.988684066986301
"19" "STANDING" "Frequency" "BodyGyroJerk" -0.983382596164384
"20" "STANDING" "Frequency" "BodyGyroJerk" -0.928412863767123
"21" "STANDING" "Frequency" "BodyGyroJerk" -0.97691669011236
"22" "STANDING" "Frequency" "BodyGyroJerk" -0.966861262460317
"23" "STANDING" "Frequency" "BodyGyroJerk" -0.973224251176471
"24" "STANDING" "Frequency" "BodyGyroJerk" -0.980437168913043
"25" "STANDING" "Frequency" "BodyGyroJerk" -0.983558383108108
"26" "STANDING" "Frequency" "BodyGyroJerk" -0.984538125810811
"27" "STANDING" "Frequency" "BodyGyroJerk" -0.988998787375
"28" "STANDING" "Frequency" "BodyGyroJerk" -0.957371000696203
"29" "STANDING" "Frequency" "BodyGyroJerk" -0.991594415153846
"30" "STANDING" "Frequency" "BodyGyroJerk" -0.957125364661017
"1" "WALKING" "Frequency" "BodyGyroJerk" -0.350455252784211
"2" "WALKING" "Frequency" "BodyGyroJerk" -0.570676924067797
"3" "WALKING" "Frequency" "BodyGyroJerk" -0.578419326982759
"4" "WALKING" "Frequency" "BodyGyroJerk" -0.741047750916667
"5" "WALKING" "Frequency" "BodyGyroJerk" -0.501859437857143
"6" "WALKING" "Frequency" "BodyGyroJerk" -0.387289720302632
"7" "WALKING" "Frequency" "BodyGyroJerk" -0.119753116635702
"8" "WALKING" "Frequency" "BodyGyroJerk" -0.527133210833333
"9" "WALKING" "Frequency" "BodyGyroJerk" -0.613466770961538
"10" "WALKING" "Frequency" "BodyGyroJerk" -0.51637056745283
"11" "WALKING" "Frequency" "BodyGyroJerk" -0.762744261101695
"12" "WALKING" "Frequency" "BodyGyroJerk" -0.563055227
"13" "WALKING" "Frequency" "BodyGyroJerk" -0.343906372429825
"14" "WALKING" "Frequency" "BodyGyroJerk" -0.623357299152542
"15" "WALKING" "Frequency" "BodyGyroJerk" -0.649542662685185
"16" "WALKING" "Frequency" "BodyGyroJerk" -0.733204571960784
"17" "WALKING" "Frequency" "BodyGyroJerk" -0.551548669426229
"18" "WALKING" "Frequency" "BodyGyroJerk" -0.740002348303571
"19" "WALKING" "Frequency" "BodyGyroJerk" -0.299295777923077
"20" "WALKING" "Frequency" "BodyGyroJerk" -0.176170550368824
"21" "WALKING" "Frequency" "BodyGyroJerk" -0.464460334423077
"22" "WALKING" "Frequency" "BodyGyroJerk" -0.515175695978261
"23" "WALKING" "Frequency" "BodyGyroJerk" 0.217226592581356
